Date,Apple_Price,Apple_Vol.
2022-09-16,150.7,162278800.0
2022-09-15,152.37,90481110.0
2022-09-14,155.31,87965410.0
2022-09-13,153.84,122656600.0
2022-09-12,163.43,104956000.0
2022-09-09,157.37,68081010.0
2022-09-08,154.46,84923850.0
2022-09-07,155.96,87449570.0
2022-09-06,154.53,73714840.0
2022-09-02,155.81,76957770.0
2022-09-01,157.96,74229900.0
2022-08-31,157.22,87991090.0
2022-08-30,158.91,77906200.0
2022-08-29,161.38,73313950.0
2022-08-26,163.62,78960980.0
2022-08-25,170.03,51218210.0
2022-08-24,167.53,53841520.0
2022-08-23,167.23,54147080.0
2022-08-22,167.57,69026810.0
2022-08-19,171.52,70346300.0
2022-08-18,174.15,62290080.0
2022-08-17,174.55,79542040.0
2022-08-16,173.03,56377050.0
2022-08-15,173.19,54091690.0
2022-08-12,172.1,68039380.0
2022-08-11,168.49,57149160.0
2022-08-10,169.24,70170540.0
2022-08-09,164.92,63135500.0
2022-08-08,164.87,60362340.0
2022-08-05,165.35,56696990.0
2022-08-04,165.81,55474140.0
2022-08-03,166.13,82507490.0
2022-08-02,160.01,59907030.0
2022-08-01,161.51,67829380.0
2022-07-29,162.51,101786900.0
2022-07-28,157.35,81378730.0
2022-07-27,156.79,78620690.0
2022-07-26,151.6,55138690.0
2022-07-25,152.95,53623950.0
2022-07-22,154.09,66675410.0
2022-07-21,155.35,65086640.0
2022-07-20,153.04,64823410.0
2022-07-19,151.0,82982370.0
2022-07-18,147.07,81420870.0
2022-07-15,150.17,76259930.0
2022-07-14,148.47,78140740.0
2022-07-13,145.49,71185560.0
2022-07-12,145.86,77588760.0
2022-07-11,144.87,63305110.0
2022-07-08,147.04,64547800.0
2022-07-07,146.35,66253710.0
2022-07-06,142.92,74064250.0
2022-07-05,141.56,73429640.0
2022-07-01,138.93,71051550.0
2022-06-30,136.72,98964470.0
2022-06-29,139.23,66242410.0
2022-06-28,137.44,67315330.0
2022-06-27,141.66,70207910.0
2022-06-24,141.66,89116840.0
2022-06-23,138.27,72433770.0
2022-06-22,135.35,73409230.0
2022-06-21,135.87,81000490.0
2022-06-17,131.56,134520300.0
2022-06-16,130.06,107961500.0
2022-06-15,135.43,91532970.0
2022-06-14,132.76,84784330.0
2022-06-13,131.88,122207100.0
2022-06-10,137.13,91566640.0
2022-06-09,142.64,69472980.0
2022-06-08,147.96,53950200.0
2022-06-07,148.71,67808150.0
2022-06-06,146.14,71598380.0
2022-06-03,145.38,88570290.0
2022-06-02,151.21,72348060.0
2022-06-01,148.71,74286640.0
2022-05-31,148.84,103718400.0
2022-05-27,149.64,90978500.0
